Dossier;Naam;Voornaam;Geboortedatum;Overlijdensdatum;Polis;Domein - Omschrijving;Polistype - Omschrijving;Product Template Name;Product Template ID;E-mail;Maatschappij;Natuurlijk/Rechtsp - Omschrijving
155/01;Renard;Cindy;06/06/1977;;5V91531;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;cindy.renard@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
157/00;Diels;Ben;09/04/1984;;330037664;Leven en belegging;Groep Zelfstandigen;Leven en belegging Groep Zelfstandigen Ergo Life;Leven en belegging Groep Zelfstandigen Ergo Life;ben.diels@qollabi.com;Ergo Life;Natuurlijk persoon
160/00;Raes;Juul;06/02/1936;;44070395;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
160/00;Raes;Juul;06/02/1936;;7L19528;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;;BALOISE INSURANCE;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;1363919;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;luk.diels@qollabi.com;DAS;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;3967965;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen BALOISE INSURANCE;luk.diels@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;5T80770;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;luk.diels@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;624239791;Auto;Bromfietsen;Auto Bromfietsen AXA;Auto Bromfietsen AXA;luk.diels@qollabi.com;AXA;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;624362035;Auto;Bromfietsen;Auto Bromfietsen AXA;Auto Bromfietsen AXA;luk.diels@qollabi.com;AXA;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;7G40807;BA particulieren;BA Privéleven;BA particulieren BA Privéleven BALOISE INSURANCE;BA particulieren BA Privéleven BALOISE INSURANCE;luk.diels@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
163/00;Diels;Luk;08/04/1968;;QBE1084DJ2VQ;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;luk.diels@qollabi.com;ALLIANZ  PARTNERS;Natuurlijk persoon
167/02;Peak Invest;;;;2656820;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen BALOISE INSURANCE;peakinvest@qollabi.com;BALOISE INSURANCE;Rechtspersoon
167/02;Peak Invest;;;;53024622;Brand eenvoudige risico's;Brand ER - handelshuizen;Brand eenvoudige risico's Brand ER - handelshuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - handelshuizen AG INSURANCE;peakinvest@qollabi.com;AG INSURANCE;Rechtspersoon
167/02;Peak Invest;;;;66038139;BA andere dan particulieren;BA Onderneming;BA andere dan particulieren BA Onderneming AG INSURANCE;BA andere dan particulieren BA Onderneming AG INSURANCE;peakinvest@qollabi.com;AG INSURANCE;Rechtspersoon
167/02;Peak Invest;;;;7048796;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) BALOISE INSURANCE;peakinvest@qollabi.com;BALOISE INSURANCE;Rechtspersoon
173/00;Leclercq;Luc;24/11/1973;;3056217089;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BNP PARIBAS;Leven en belegging Individueel Leven Klassiek (Tak 21) BNP PARIBAS;luc.leclercq@qollabi.com;BNP PARIBAS;Natuurlijk persoon
173/00;Leclercq;Luc;24/11/1973;;380628041;Individueel;Gezondheidszorgen;Individueel Gezondheidszorgen DKV Belgium;Individueel Gezondheidszorgen DKV Belgium;luc.leclercq@qollabi.com;DKV Belgium;Natuurlijk persoon
173/00;Leclercq;Luc;24/11/1973;;380723411;Individueel;Gezondheidszorgen;Individueel Gezondheidszorgen DKV Belgium;Individueel Gezondheidszorgen DKV Belgium;luc.leclercq@qollabi.com;DKV Belgium;Natuurlijk persoon
173/00;Leclercq;Luc;24/11/1973;;380723431;Individueel;Gezondheidszorgen;Individueel Gezondheidszorgen DKV Belgium;Individueel Gezondheidszorgen DKV Belgium;luc.leclercq@qollabi.com;DKV Belgium;Natuurlijk persoon
173/02;Nova Holding;;;;00A15415;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) PROTECT NV;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) PROTECT NV;luc.leclercq@qollabi.com;PROTECT NV;Rechtspersoon
173/02;Nova Holding;;;;00R15415;Rechtsbijstand;Rechtsbijstand Beroepsactiviteiten (ev met Auto);Rechtsbijstand Rechtsbijstand Beroepsactiviteiten (ev met Auto) PROTECT NV;Rechtsbijstand Rechtsbijstand Beroepsactiviteiten (ev met Auto) PROTECT NV;luc.leclercq@qollabi.com;PROTECT NV;Rechtspersoon
173/03;Prism Group;;;;23.6725.100;Arbeidsongevallen en collectieve verzekeringen;Collectieve Hospitalisatie;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie AXA;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie AXA;luc.leclercq@qollabi.com;AXA;Rechtspersoon
175/01;Peeters;Yasmine;17/01/1980;;10736829;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;yasmine.peeters@qollabi.com;AG INSURANCE;Natuurlijk persoon
175/01;Peeters;Yasmine;17/01/1980;;ZCBL02728490;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) ALLIANZ;Leven en belegging Individueel Leven Klassiek (Tak 21) ALLIANZ;yasmine.peeters@qollabi.com;ALLIANZ;Natuurlijk persoon
176/02;Vortex Tech;;;;1028380;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;vortextech@qollabi.com;DAS;Rechtspersoon
176/02;Vortex Tech;;;;10323608;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life AG INSURANCE;vortextech@qollabi.com;AG INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;1706840;Leven en belegging;Leven Groep loontrekkenden;Leven en belegging Leven Groep loontrekkenden BALOISE INSURANCE;Leven en belegging Leven Groep loontrekkenden BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;1C17412;Leven en belegging;Individueel Leven met vrije stortingen (Tak21-Universal Life;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life BALOISE INSURANCE;Leven en belegging Individueel Leven met vrije stortingen (Tak21-Universal Life BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;1C36272;Leven en belegging;Bancaire beleggingsproducten;Leven en belegging Bancaire beleggingsproducten BALOISE INSURANCE;Leven en belegging Bancaire beleggingsproducten BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;212021691;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;vortextech@qollabi.com;DKV Belgium;Rechtspersoon
176/02;Vortex Tech;;;;220235000101;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;vortextech@qollabi.com;NN INSURANCE BELGIUM;Rechtspersoon
176/02;Vortex Tech;;;;252992;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;vortextech@qollabi.com;NN INSURANCE BELGIUM;Rechtspersoon
176/02;Vortex Tech;;;;3018089;BA andere dan particulieren;BA Beroep (Intellectuele, Vrije, Commerciële);BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) AMLIN EUROPE NV;BA andere dan particulieren BA Beroep (Intellectuele, Vrije, Commerciële) AMLIN EUROPE NV;vortextech@qollabi.com;AMLIN EUROPE NV;Rechtspersoon
176/02;Vortex Tech;;;;310002739470;Leven en belegging;Individueel Leven (Meerdere Takken);Leven en belegging Individueel Leven (Meerdere Takken) NN INSURANCE BELGIUM;Leven en belegging Individueel Leven (Meerdere Takken) NN INSURANCE BELGIUM;vortextech@qollabi.com;NN INSURANCE BELGIUM;Rechtspersoon
176/02;Vortex Tech;;;;320000003746;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;vortextech@qollabi.com;NN INSURANCE BELGIUM;Rechtspersoon
176/02;Vortex Tech;;;;347441731;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;vortextech@qollabi.com;DKV Belgium;Rechtspersoon
176/02;Vortex Tech;;;;356206401;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;vortextech@qollabi.com;DKV Belgium;Rechtspersoon
176/02;Vortex Tech;;;;4013492;Diversen;Alle Risico's Electronica;Diversen Alle Risico's Electronica BALOISE INSURANCE;Diversen Alle Risico's Electronica BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;42009876;Arbeidsongevallen en collectieve verzekeringen;Collectieve Hospitalisatie;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie DKV Belgium;Arbeidsongevallen en collectieve verzekeringen Collectieve Hospitalisatie DKV Belgium;vortextech@qollabi.com;DKV Belgium;Rechtspersoon
176/02;Vortex Tech;;;;5I86774;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;5N47772;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;700024124;Multi-takken;Gegroepeerde Polissen AO, BA, ...;Multi-takken Gegroepeerde Polissen AO, BA, ... AXA;Multi-takken Gegroepeerde Polissen AO, BA, ... AXA;vortextech@qollabi.com;AXA;Rechtspersoon
176/02;Vortex Tech;;;;78000001884;Bijstand;Bijstand (CBFA 18);Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;Bijstand Bijstand (CBFA 18) ALLIANZ  PARTNERS;vortextech@qollabi.com;ALLIANZ  PARTNERS;Rechtspersoon
176/02;Vortex Tech;;;;7924463;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;vortextech@qollabi.com;BALOISE INSURANCE;Rechtspersoon
176/02;Vortex Tech;;;;802180994;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AXA;Brand eenvoudige risico's Brand ER - woonhuizen AXA;vortextech@qollabi.com;AXA;Rechtspersoon
176/02;Vortex Tech;;;;CC000682;Diversen;Cyber-verzekering;Diversen Cyber-verzekering Cybercontract;Diversen Cyber-verzekering Cybercontract;vortextech@qollabi.com;Cybercontract;Rechtspersoon
176/02;Vortex Tech;;;;DPL020010712;Leven en belegging;Andere Verrichtingen Leven (Takken 22, 24-29);Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;Leven en belegging Andere Verrichtingen Leven (Takken 22, 24-29) Credimo;vortextech@qollabi.com;Credimo;Rechtspersoon
176/02;Vortex Tech;;;;NCN101073132;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;vortextech@qollabi.com;ALLIANZ;Rechtspersoon
176/02;Vortex Tech;;;;NCN101073995;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;vortextech@qollabi.com;ALLIANZ;Rechtspersoon
178/00;Segers;Jozef;06/01/1941;;1421473;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;;DAS;Natuurlijk persoon
178/00;Segers;Jozef;06/01/1941;;43918663;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;Brand eenvoudige risico's Brand ER - woonhuizen AG INSURANCE;;AG INSURANCE;Natuurlijk persoon
178/00;Segers;Jozef;06/01/1941;;516208386;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;;AXA;Natuurlijk persoon
178/00;Segers;Jozef;06/01/1941;;683722303;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;;AXA;Natuurlijk persoon
179/00;Eeckhout;Luc;14/05/1960;;40141430674;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) Monument Assurance Belgium;Leven en belegging Individueel Leven Klassiek (Tak 21) Monument Assurance Belgium;luc.eeckhout@qollabi.com;Monument Assurance Belgium;Natuurlijk persoon
179/00;Eeckhout;Luc;14/05/1960;;1047654;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;luc.eeckhout@qollabi.com;DAS;Natuurlijk persoon
179/00;Eeckhout;Luc;14/05/1960;;141430674;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;luc.eeckhout@qollabi.com;AXA;Natuurlijk persoon
179/00;Eeckhout;Luc;14/05/1960;;7M00857;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;luc.eeckhout@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
179/00;Eeckhout;Luc;14/05/1960;;NCN101118485;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;Auto Toerisme en Zaken, gemengd gebruik ALLIANZ;luc.eeckhout@qollabi.com;ALLIANZ;Natuurlijk persoon
179/01;De Vos;Pascale;09/07/1968;;141430635;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;Leven en belegging Individueel Leven Klassiek (Tak 21) AXA;luc.eeckhout@qollabi.com;AXA;Natuurlijk persoon
181/00;Lemmens;Roger;03/12/1943;;1070820;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;roger.lemmens@qollabi.com;DAS;Natuurlijk persoon
181/00;Lemmens;Roger;03/12/1943;;209177331;Individueel;Hospitalisatie;Individueel Hospitalisatie DKV Belgium;Individueel Hospitalisatie DKV Belgium;roger.lemmens@qollabi.com;DKV Belgium;Natuurlijk persoon
181/00;Lemmens;Roger;03/12/1943;;7620479;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;roger.lemmens@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
181/00;Lemmens;Roger;03/12/1943;;802139779;Multi-takken;Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...);Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;Multi-takken Gegroepeerde gezinspolissen Brand + andere (BA Gezin, ...) AXA;roger.lemmens@qollabi.com;AXA;Natuurlijk persoon
181/00;Lemmens;Roger;03/12/1943;;AE07103658;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;roger.lemmens@qollabi.com;AFER EUROPE;Natuurlijk persoon
181/01;Peters;Elvire;15/03/1944;;1246995;Individueel;Hospitalisatie;Individueel Hospitalisatie AG INSURANCE;Individueel Hospitalisatie AG INSURANCE;elvire.peters@qollabi.com;AG INSURANCE;Natuurlijk persoon
181/01;Peters;Elvire;15/03/1944;;3000147226;Multi-takken;Multi-tak (Particulieren);Multi-takken Multi-tak (Particulieren) EUROP ASSISTANCE BELGIUM;Multi-takken Multi-tak (Particulieren) EUROP ASSISTANCE BELGIUM;elvire.peters@qollabi.com;EUROP ASSISTANCE BELGIUM;Natuurlijk persoon
181/01;Peters;Elvire;15/03/1944;;602432390;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik AXA;Auto Toerisme en Zaken, gemengd gebruik AXA;elvire.peters@qollabi.com;AXA;Natuurlijk persoon
181/01;Peters;Elvire;15/03/1944;;7.139.272;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;Leven en belegging Individueel Leven Klassiek (Tak 21) AFER EUROPE;elvire.peters@qollabi.com;AFER EUROPE;Natuurlijk persoon
181/02;Quirynen;;;;BCID00205901;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) ALLIANZ;Leven en belegging Individueel Leven Klassiek (Tak 21) ALLIANZ;;ALLIANZ;Groepering van natuurlijke en/of rechtspersonen
182/00;Stevens;Serge;16/09/1974;;004566961F;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;Leven en belegging Individueel Leven Klassiek (Tak 21) NN INSURANCE BELGIUM;serge.stevens@qollabi.com;NN INSURANCE BELGIUM;Natuurlijk persoon
182/01;Vandenberghe;Kirsten;03/01/1975;;5107186;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;Leven en belegging Individueel Leven Klassiek (Tak 21) Cardif;;Cardif;Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;827927;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;ren.desmet@qollabi.com;DAS;Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;518238916;BA particulieren;BA Privéleven;BA particulieren BA Privéleven AXA;BA particulieren BA Privéleven AXA;ren.desmet@qollabi.com;AXA;Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;5B13663;Auto;Toerisme en Zaken, gemengd gebruik;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;Auto Toerisme en Zaken, gemengd gebruik BALOISE INSURANCE;ren.desmet@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;7I95868;Individueel;Verkeer & Inzittenden;Individueel Verkeer & Inzittenden BALOISE INSURANCE;Individueel Verkeer & Inzittenden BALOISE INSURANCE;ren.desmet@qollabi.com;BALOISE INSURANCE;Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;CIC1639661;Leven en belegging;Individueel Leven Klassiek (Tak 21);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);Leven en belegging Individueel Leven Klassiek (Tak 21) BALOISE(ex-Fidea);ren.desmet@qollabi.com;BALOISE(ex-Fidea);Natuurlijk persoon
185/00;Desmet;René;13/03/1950;;NCN200276919;Brand eenvoudige risico's;Brand ER - woonhuizen;Brand eenvoudige risico's Brand ER - woonhuizen ALLIANZ;Brand eenvoudige risico's Brand ER - woonhuizen ALLIANZ;ren.desmet@qollabi.com;ALLIANZ;Natuurlijk persoon
193/02;Flux Consulting;;;;1161132;Rechtsbijstand;Algemene rechtsbijstand (multi objecttype);Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;Rechtsbijstand Algemene rechtsbijstand (multi objecttype) DAS;fluxconsulting@qollabi.com;DAS;Rechtspersoon
193/02;Flux Consulting;;;;4502754;BA andere dan particulieren;Decennale Aansprakelijkheid;BA andere dan particulieren Decennale Aansprakelijkheid BALOISE INSURANCE;BA andere dan particulieren Decennale Aansprakelijkheid BALOISE INSURANCE;fluxconsulting@qollabi.com;BALOISE INSURANCE;Rechtspersoon
